"IfcGUID","Level","Room: Number","Assembly Code","Assembly Description","Family","Type"
"0Fswg2Ls1BChdFOMvr2HVq","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HVV","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HVU","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HVP","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HR0","2ET","212","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2HRI","2ET","212","","","Bureau simple","Standard"
"0Fswg2Ls1BChdFOMvr2HRT","2ET","212","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2HNw","2ET","212","E2010","Fixed Furnishings","Tableau","248 x 124"
"3c$4uee6L4ivFIezoWgCaf","2ET","214","E2020","Moveable Furnishings","Bureau enseignant","Bureau double"
"3c$4uee6L4ivFIezoWgCcx","2ET","214","E2010","Fixed Furnishings","Tableau","400 x 124"
"3c$4uee6L4ivFIezoWgDNe","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNf","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNg","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNh","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNi","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNj","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNk","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNl","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNW","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNX","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNY","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNZ","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNa","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNb","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNc","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNd","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNO","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"3c$4uee6L4ivFIezoWgDNP","2ET","214","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gkm","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gho","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gg7","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GaK","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GaN","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GaM","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gdz","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gdy","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gd$","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GXd","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GXc","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GXX","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GZa","2ET","220","","","Bureau simple","Standard"
"0Fswg2Ls1BChdFOMvr2GZd","2ET","220","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2GyQ","2ET","220","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G$3","2ET","220","E2010","Fixed Furnishings","Tableau","248 x 124"
"3MbHwZuR50ffDSWGFtIWYH","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIWYI","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdUI","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdUJ","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdTe","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdTf","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdT4","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdT5","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdQE","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdQF","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdN7","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdMu","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdMw","2ET","221","E2010","Fixed Furnishings","Tableau","248 x 124"
"3MbHwZuR50ffDSWGFtIdFp","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFq","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdFr","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFs","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdFt","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFe","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdFf","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFg","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdFh","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFi","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdFj","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFk","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdFl","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFW","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdFX","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFY","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdFZ","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFa","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdFb","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdFc","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdEq","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdEr","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdEs","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdEt","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdDk","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdDl","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdDW","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdDX","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdC1","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdC2","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdC3","2ET","221","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdC4","2ET","221","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAb","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdAc","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAd","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdAO","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAP","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdAQ","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAR","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdAS","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAT","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdAU","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAV","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdAG","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAH","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdAI","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAJ","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdAK","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAL","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdAM","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdAN","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdA8","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId9b","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId9c","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId9d","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId9O","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId9P","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId9Q","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId9R","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId9S","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId9T","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId9U","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId9V","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId9G","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId8b","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId8c","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId8d","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId8O","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId7E","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId7F","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId70","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId71","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId6G","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId6H","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId5w","2ET","223","","","Armoire - 2 portes","1200 mm x 450 mm"
"3MbHwZuR50ffDSWGFtId2C","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId2D","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId2E","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtId2F","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtId21","2ET","223","E2010","Fixed Furnishings","Tableau","400 x 124"
"3MbHwZuR50ffDSWGFtIdyJ","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdyK","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"3MbHwZuR50ffDSWGFtIdvf","2ET","223","","","Bureau simple","Standard"
"3MbHwZuR50ffDSWGFtIdvg","2ET","223","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2GxQ","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gwb","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gry","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GsU","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GsP","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GsO","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GnD","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GnC","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GnF","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gmg","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gmr","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2Gmq","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GpT","2ET","224","E2010","Fixed Furnishings","Tableau","248 x 124"
"0Fswg2Ls1BChdFOMvr2GCp","2ET","224","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G45","2ET","224","","","Bureau simple","Standard"
"0Fswg2Ls1BChdFOMvr2G44","2ET","224","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0Fswg2Ls1BChdFOMvr2G3X","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G3W","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G3Z","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G3I","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G3T","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G3S","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G2x","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G2w","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2G25","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GTW","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GTZ","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GTY","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GT9","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GT8","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GTB","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GOL","2ET","230","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GQe","2ET","230","E2010","Fixed Furnishings","Tableau","248 x 124"
"33K4oEsg19gANG0rkQxspq","2ET","231","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"33K4oEsg19gANG0rkQxspr","2ET","231","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"33K4oEsg19gANG0rkQxsps","2ET","231","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"2MdVwm5tHB8O2AnKvxSsr1","2ET","231","","","Sèche main","Fixé au mur"
"2MdVwm5tHB8O2AnKvxSsx$","2ET","231","","","Miroir","400 x 1500"
"0Fswg2Ls1BChdFOMvr2GLR","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GLQ","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GKb","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GKa","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GKd","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GKc","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GKX","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GKW","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GKZ","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GKY","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"0Fswg2Ls1BChdFOMvr2GKj","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"2Rzq6hp4LCuwrrE2hLGY_G","2ET","232","E2020","Moveable Furnishings","Bureau élève","Double"
"2Rzq6hp4LCuwrrE2hLGYye","2ET","232","E2010","Fixed Furnishings","Tableau","248 x 124"
"2MdVwm5tHB8O2AnKvxSsr3","2ET","234","","","Sèche main","Fixé au mur"
"2MdVwm5tHB8O2AnKvxSsw0","2ET","234","","","Miroir","400 x 1500"
"3c$4uee6L4ivFIezoWgCWE","2ET","printer-zone","","","Photocopieur","Au sol"
"26JZu79QnAxQovoEhys4Ue","3ET","300","E2010","Fixed Furnishings","Tableau","400 x 124"
"26JZu79QnAxQovoEhys4TR","3ET","300","","","Table de réunion","10 personnes"
"26JZu79QnAxQovoEhys5km","3ET","301","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$Jio","3ET","301","","","Table ronde","Sans chaise"
"10pCtx2Nn52R5_tUro$JjT","3ET","301","","","Meuble bas - 2 Portes","900mm x 450mm"
"10pCtx2Nn52R5_tUro$Je1","3ET","302","E2010","Fixed Furnishings","Tableau","248 x 124"
"10pCtx2Nn52R5_tUro$JcG","3ET","302","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$Ja9","3ET","302","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$JYb","3ET","302","","","Table simple","Table simple - 1 chaise"
"10pCtx2Nn52R5_tUro$JZf","3ET","303","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$JV5","3ET","303","E2010","Fixed Furnishings","Tableau","150 x 80"
"10pCtx2Nn52R5_tUro$JSg","3ET","303","","","Bureau simple","Standard"
"10pCtx2Nn52R5_tUro$JSf","3ET","303","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"10pCtx2Nn52R5_tUro$JO4","3ET","304","","","Meuble bas - 2 Portes","900mm x 450mm"
"10pCtx2Nn52R5_tUro$JLM","3ET","304","","","Meuble bas - 2 Portes","900mm x 450mm"
"10pCtx2Nn52R5_tUro$JHF","3ET","304","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$JEJ","3ET","304","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$JBR","3ET","305","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$J8y","3ET","305","","","Table simple","Table simple - 2 chaises"
"10pCtx2Nn52R5_tUro$J45","3ET","306","","","Bureau simple","Standard"
"10pCtx2Nn52R5_tUro$J44","3ET","306","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"10pCtx2Nn52R5_tUro$J0j","3ET","306","","","Bureau simple","Standard"
"10pCtx2Nn52R5_tUro$J0i","3ET","306","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"10pCtx2Nn52R5_tUro$J0I","3ET","306","E2010","Fixed Furnishings","Tableau","150 x 80"
"10pCtx2Nn52R5_tUro$J1Q","3ET","307","","","Meuble bas - 2 Portes","900mm x 450mm"
"10pCtx2Nn52R5_tUro$Gzc","3ET","307","","","Armoire - 2 portes","1200 mm x 450 mm"
"10pCtx2Nn52R5_tUro$Gxm","3ET","307","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$Gtk","3ET","307","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$Gqu","3ET","307","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$Gqd","3ET","307","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$Gna","3ET","308","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$Gko","3ET","308","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$GiV","3ET","308","","","Bureau d'angle","2000 x 1200 mm"
"10pCtx2Nn52R5_tUro$Ggf","3ET","308","E2010","Fixed Furnishings","Tableau","150 x 80"
"10pCtx2Nn52R5_tUro$GfX","3ET","308","","","Meuble bas - 2 Portes","900mm x 450mm"
"2MdVwm5tHB8O2AnKvxStE0","3ET","310","","","Sèche main","Fixé au mur"
"2MdVwm5tHB8O2AnKvxStDX","3ET","310","","","Miroir","400 x 90"
"2MdVwm5tHB8O2AnKvxStFs","3ET","311","","","Sèche main","Fixé au mur"
"2MdVwm5tHB8O2AnKvxStCI","3ET","311","","","Miroir","400 x 90"
"10pCtx2Nn52R5_tUro$Gcl","3ET","316","","","Table simple","Table simple"
"10pCtx2Nn52R5_tUro$GaL","3ET","316","","","Bureau simple","Standard"
"10pCtx2Nn52R5_tUro$GaK","3ET","316","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"10pCtx2Nn52R5_tUro$GYh","3ET","316","","","Armoire - 2 portes","1200 mm x 450 mm"
"10pCtx2Nn52R5_tUro$GSV","3ET","316","","","Meuble bas - 2 Portes","900mm x 450mm"
"1ZLrA0bAH1pP82xepLilgO","3ET","320","","","Bureau enseignant personnel","2100mm x 900mm"
"1ZLrA0bAH1pP82xepLiGrl","3ET","320","","","Bureau enseignant personnel","2100mm x 900mm"
"1ZLrA0bAH1pP82xepLiJO_","3ET","320","","","Bureau d'angle","2000 x 1200 mm"
"1ZLrA0bAH1pP82xepLiJeW","3ET","320","","","Meuble bas - 2 Portes","900mm x 450mm"
"1ZLrA0bAH1pP82xepLiJlo","3ET","320","","","Meuble bas - 2 Portes","900mm x 450mm"
"1ZLrA0bAH1pP82xepLiJm$","3ET","320","","","Armoire - 2 portes","1200 mm x 450 mm"
"0pseAIXtjA5Bwy8d_BBby_","3ET","321","","","Bureau d'angle","2000 x 1200 mm"
"0pseAIXtjA5Bwy8d_BBby$","3ET","321","","","Bureau d'angle","2000 x 1200 mm"
"0pseAIXtjA5Bwy8d_BBbgP","3ET","321","","","Table ronde - Réunion","Avec chaises"
"0pseAIXtjA5Bwy8d_BBaLF","3ET","321","","","Bureau d'angle","2000 x 1200 mm"
"0pseAIXtjA5Bwy8d_BBaMF","3ET","321","E2010","Fixed Furnishings","Tableau","150 x 80"
"0pseAIXtjA5Bwy8d_BBaN6","3ET","321","","","Bureau simple","Standard"
"0pseAIXtjA5Bwy8d_BBaN7","3ET","321","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0pseAIXtjA5Bwy8d_BBdzu","3ET","322","E2010","Fixed Furnishings","Tableau","248 x 124"
"0pseAIXtjA5Bwy8d_BBdzr","3ET","322","E2010","Fixed Furnishings","Tableau","248 x 124"
"0pseAIXtjA5Bwy8d_BBcBY","3ET","322","","","Table de réunion","10 personnes"
"0pseAIXtjA5Bwy8d_BBbmq","3ET","323","","","Bureau d'angle","2000 x 1200 mm"
"0pseAIXtjA5Bwy8d_BBbnH","3ET","323","","","Bureau d'angle","2000 x 1200 mm"
"0pseAIXtjA5Bwy8d_BBboA","3ET","323","E2010","Fixed Furnishings","Tableau","150 x 80"
"1ZLrA0bAH1pP82xepLiJp9","3ET","324","","","Bureau d'angle","2000 x 1200 mm"
"1ZLrA0bAH1pP82xepLiJqt","3ET","324","E2010","Fixed Furnishings","Tableau","150 x 80"
"1ZLrA0bAH1pP82xepLiJwf","3ET","324","","","Bureau enseignant personnel","2100mm x 900mm"
"0pseAIXtjA5Bwy8d_BBbAv","3ET","325","","","Bureau d'angle","2000 x 1200 mm"
"0pseAIXtjA5Bwy8d_BBbrK","3ET","325","","","Bureau d'angle","2000 x 1200 mm"
"0pseAIXtjA5Bwy8d_BBbs8","3ET","325","E2010","Fixed Furnishings","Tableau","150 x 80"
"0pseAIXtjA5Bwy8d_BBbnj","3ET","325","","","Bureau d'angle","2000 x 1200 mm"
"1ZLrA0bAH1pP82xepLiJyg","3ET","328","","","Bureau enseignant personnel","2100mm x 900mm"
